product_id,product_family,product_series,example_pids,category,use_case,os_type,latest_version,gold_version,eol_status,source_ids,notes,last_updated
IND-003,Cisco Catalyst IE3300 Rugged Series,IE3300 / IE3305,"IE-3300-8T2X-E, IE-3300-8P2X-E",Industrial Networking,Industrial Distribution Layer Switching,IOS-XE,17.15.x,26.1.x,Active,SRC-088,Higher-performance industrial switch with 10G uplinks. Distribution layer for OT networks. Supports Parallel Redundancy Protocol (PRP) and DetNet.,2026-05-28
IND-004,Cisco Catalyst IE3400 Rugged Series,IE3400 / IE3400H (Heavy Duty),"IE-3400-8T2S-E, IE-3400-8P2S-E, IE-3400H-8FT (outdoor/heavy duty)",Industrial Networking,Industrial Access / Distribution Switching (extended temp / IP67),IOS-XE,17.15.x,26.1.x,Active,"SRC-088,SRC-089","IE3400 is standard rugged; IE3400H is Heavy Duty for outdoor/harsh environments (IP67 rated). Common in transportation (rail, traffic), utilities, and outdoor deployments.",2026-05-28
IND-005,Cisco Catalyst IE9300 Rugged Series,IE9300 / IE9310 / IE9320,"IE-9300-26S2C, IE-9300-26H2X",Industrial Networking,Next-gen Industrial Distribution / Aggregation Switching,IOS-XE,17.15.x,26.1.x,Active,SRC-090,Latest-generation industrial switch with higher port density and IOS-XE. Aimed at large-scale OT deployments and critical infrastructure aggregation.,2026-05-28
IND-006,Cisco Catalyst IR1101 Rugged Router,IR1101,"IR1101-K9, IR1101-A-K9 (with compute module)",Industrial Networking,Industrial IoT Edge Router / Cell Site Router (compact),IOS-XE,26.1.x,26.1.x,Active,SRC-091,"Compact DIN-rail industrial IoT router. First IoT platform to run IOS-XE. 4G LTE optional. Supports IOx for container-based edge compute apps. Used in smart grid, oil & gas, transit.",2026-05-28
IND-007,Cisco Catalyst IR1800 Rugged Series Routers,IR1800 / IR1821 / IR1831 / IR1833 / IR1835,"IR1821-K9, IR1831-K9, IR1835-K9",Industrial Networking,Industrial WAN Edge / IoT Aggregation Router,IOS-XE,26.1.x,26.1.x,Active,"SRC-091,SRC-092","Ruggedised WAN edge routers for industrial environments. Supports 4G/5G LTE, dual WAN, IOx edge compute. Common in utilities, transportation, and remote industrial sites.",2026-05-28
IND-008,Cisco Catalyst IR8100 Heavy Duty Series,IR8140H / IR8340,"IR8140H-P-K9, IR8340-K9",Industrial Networking,Industrial WAN Aggregation / SD-WAN Edge (large / outdoor),IOS-XE,26.1.x,26.1.x,Active,SRC-091,High-performance outdoor industrial routers. IR8140H is IP30-rated for pole/wall/cabinet mounting. IR8340 is a high-end 19-inch industrial router. Supports SD-WAN persona.,2026-05-28
IND-009,Cisco IW6300 Heavy Duty Series (Wi-Fi 5),IW6300 / IW6300H,"IW-6300H-DCW-E-K9, IW-6300H-AC-E-K9",Industrial Networking,Industrial / Outdoor Wi-Fi 5 (802.11ac) Access Point,IOS (AP firmware),15.3.3-JQ (final maintenance),15.3.3-JQ (final maintenance),EOL-Pending,SRC-093,"Industrial outdoor Wi-Fi 5 AP for factory floors, rail, and outdoor environments. IP67 rated. EOL trajectory — migrate to IW9167.",2026-05-28
IND-010,Cisco Catalyst IW9165 / IW9167 Rugged Series,IW9165E / IW9167EH,"IW9165E-B-AP, IW9167EH-B-AP",Industrial Networking,Industrial Wi-Fi 6 / Wi-Fi 6E Access Point (rugged outdoor),IOS-XE (AP firmware via WLC),17.15.x,26.1.x,Active,SRC-093,"Latest-generation industrial outdoor Wi-Fi 6/6E APs. Managed by Catalyst 9800 WLC. Used in manufacturing, oil & gas, utilities, and outdoor harsh environments. IP67 rated.",2026-05-28
IND-011,Cisco Cyber Vision,Cyber Vision 4.x (sensor + center),"CV-CTR-VIRT-K9 (virtual center), CV-SENSOR-IE (embedded in IE switches)",Industrial Networking,OT / ICS / IoT Asset Discovery and Threat Detection,Cyber Vision OS,4.x,4.x,Active,"SRC-086,SRC-094","Passive OT/ICS visibility. Sensors embedded in Catalyst IE switches, IR routers, and IC3000 gateway. Cyber Vision Center aggregates data. Detects OT protocols (Modbus, DNP3, PROFINET, EtherNet/IP).",2026-05-28
IND-012,Cisco IC3000 Industrial Compute Gateway,IC3000,IC3000-2C2F-K9,Industrial Networking,Industrial IoT Edge Compute Gateway / Sensor Aggregation,IOS (gateway OS),1.x,1.x,Active,SRC-094,Edge compute gateway for industrial IoT sensor aggregation. Runs IOx for containerised apps. Connects OT sensors to the Cisco IoT network. Used alongside IR routers.,2026-05-28
IND-013,Cisco IoT Operations Dashboard,IoT OD (SaaS),No hardware PID — cloud SaaS,Industrial Networking,Centralized IoT Device / Connectivity Management,SaaS (continuous delivery),Continuous delivery,Continuous delivery,Active,SRC-094,"Cloud-based management platform for Cisco IoT/OT devices (IR routers, IE switches, IW APs). Provides zero-touch provisioning, telemetry, and remote management.",2026-05-28
IND-014,Cisco Kinetic for Cities / Kinetic (EOL),Cisco Kinetic (data platform),Software only,Industrial Networking,IoT Data Processing / Edge Intelligence Platform,Cisco Kinetic OS,2.x (final),2.x (final),EOL,SRC-094,Cisco's former IoT data abstraction and movement platform. EOL — capabilities absorbed into Cisco IoT Operations Dashboard and partner platforms.,2026-05-28
SPM-001,Cisco ASR 5000,ASR 5000,"ASR5K-40GE-SMNK9, ASR5K-SMX-K9",SP Mobile Core,SP Mobile Packet Core — 4G LTE (legacy platform),StarOS,21.28.x (legacy train),21.28.x (legacy train),EOL-Pending,SRC-095,"Original ASR 5000 hardware. Runs StarOS. Deployed as SP 4G LTE EPC (MME, SGW, PGW, PCRF). EOL hardware; software still under maintenance. Migrate to ASR 5500 or Ultra Packet Core.",2026-05-28
SPM-002,Cisco ASR 5500,ASR 5500,"ASR5500-CHAS, ASR5500-DC-PCU, ASR5500-AC-PCU",SP Mobile Core,SP 4G LTE EPC / 5G NSA Core,StarOS,2026.02.x,2026.02.x,Active,"SRC-095,SRC-096","High-capacity carrier-grade platform for 4G EPC and 5G Non-Standalone (NSA) core functions (MME, SGW, PGW, SAEGW, PCRF, ePDG). Widely deployed by Tier-1 SP. New StarOS versioning scheme from 2024: YY.MM format.",2026-05-28
SPM-003,Cisco ASR 5700,ASR 5700,"ASR5700-CHAS, ASR5700-PCU-AC",SP Mobile Core,SP 4G LTE / 5G NSA Packet Core (high-density),StarOS,2026.02.x,2026.02.x,Active,"SRC-095,SRC-096",Next-generation ASR 5000 family chassis with higher capacity and density. 5G NSA capable. Runs same StarOS as ASR 5500. Used for high-scale SP 4G/5G deployments.,2026-05-28
SPM-004,Cisco Ultra Packet Core (UPC) — Virtual EPC,VPC-DI (Distributed Instance) / VPC-SI (Single Instance),"VPC-DI-K9, VPC-SI-K9 (virtual — no hardware PID)",SP Mobile Core,Virtualised SP 4G LTE EPC / 5G NSA Core (NFV),StarOS (on VMs),2026.02.x,2026.02.x,Active,SRC-096,"Software-only virtual EPC. Runs on NFVI (OpenStack, VMware). Scales horizontally. VPC-DI is distributed (multi-VM); VPC-SI is single-VM for smaller deployments.",2026-05-28
SPM-005,Cisco Ultra Cloud Core — AMF (5G SA),UCC AMF (Access and Mobility Management Function),UCC-AMF-K9 (cloud-native; no hardware PID),SP Mobile Core,5G Standalone Core — Access and Mobility,Cloud-native (containerised),2026.x,2026.x,Active,SRC-097,"Cloud-native 5G SA core network function. Replaces 4G MME. Runs on Kubernetes (OpenShift, Rancher). Part of Cisco Ultra Cloud Core 5G SA suite.",2026-05-28
SPM-006,Cisco Ultra Cloud Core — SMF (5G SA),UCC SMF (Session Management Function),UCC-SMF-K9 (cloud-native; no hardware PID),SP Mobile Core,5G Standalone Core — Session Management,Cloud-native (containerised),2026.x,2026.x,Active,SRC-097,Cloud-native 5G SA core SMF. Replaces 4G PGW-C/SGW-C. Manages PDU sessions. Part of Cisco Ultra Cloud Core 5G SA suite.,2026-05-28
SPM-007,Cisco Ultra Cloud Core — UPF (5G SA),UCC UPF (User Plane Function),UCC-UPF-K9 (cloud-native; no hardware PID),SP Mobile Core,5G Standalone Core — User Plane / Data Path,Cloud-native (containerised),2026.x,2026.x,Active,SRC-097,Cloud-native 5G SA UPF. High-performance user plane for 5G SA. Replaces PGW-U/SGW-U. Can run on COTS servers or cloud VMs.,2026-05-28
SPM-008,Cisco Ultra Cloud Core — PCF (5G SA),UCC PCF (Policy Control Function),UCC-PCF-K9 (cloud-native; no hardware PID),SP Mobile Core,5G Standalone Core — Policy Control,Cloud-native (containerised),2026.x,2026.x,Active,SRC-097,Cloud-native 5G SA PCF. Replaces 4G PCRF. Manages QoS and charging policies. Part of Cisco Ultra Cloud Core 5G SA suite.,2026-05-28
SPM-009,Cisco BroadWorks,BroadWorks Release 26 / 27,"BW-APP-SERVER, BW-FEATURE-SERVER, BW-MEDIA-SERVER (distributed server components)",SP Mobile Core / Collaboration,SP Cloud Calling Platform / UCaaS for Service Providers,BroadWorks OS,Release 26 (Release 27 expected Aug 2026),Release 26 (Release 27 expected Aug 2026),Active,SRC-098,"SP-grade cloud calling and UCaaS platform. Used by SPs to deliver hosted PBX, business calling, and Webex for Cisco BroadWorks. Supports millions of subscribers. Cisco manages per-release support windows.",2026-05-28
SPM-010,Cisco IoT Control Center (formerly Jasper),Control Center (SaaS),No hardware PID — SaaS subscription,SP Mobile Core,SP IoT / SIM / Connectivity Management Platform,SaaS (continuous delivery),Continuous delivery,Continuous delivery,Active,SRC-099,"Cloud platform for mobile IoT connectivity management. SPs use it to manage SIM lifecycles, data plans, roaming, billing for IoT devices. Acquired with Jasper Technologies 2016.",2026-05-28
SPM-011,Cisco Network Function Virtualization Infrastructure (NFVI),NFVI / Cisco VIM (Virtual Infrastructure Manager),"NFVI-K9 (stack), CiscoVIM-K9 (VM)",SP Mobile Core,SP NFV Infrastructure / ETSI NFV-compliant Cloud,OpenStack (Cisco VIM),5.x,5.x,Active,SRC-099,"Cisco's ETSI-compliant NFVI stack for deploying SP network functions (VNFs). Based on OpenStack with Cisco hardening. Used as the cloud foundation for VPC, IMS, and other SP VNFs.",2026-05-28
